PMID	sentence	sentiment
32864162	In this review, we summarized the pharmacogenomic literature available for COVID-19 drug therapies including hydroxychloroquine, chloroquine, azithromycin, remdesivir, favipiravir, ribavirin, lopinavir/ritonavir, darunavir/cobicistat, interferon beta-1b, tocilizumab, ruxolitinib, baricitinib, and corticosteroids.	0.29457702159881594
32584236	Likewise, protease inhibitors, including lopinavir/ritonavir, favipiravir, and nucleoside analogue remdesivir were proposed to be the potential drug candidates in COVID-19 management.	-0.25340466797351835
33191372	A Favipiravir-induced Fever in a Patient with COVID-19.	-0.14999508261680602
33191372	We herein report the first case of a fever induced by favipiravir, a potential coronavirus disease 2019 therapeutic drug.	-0.09686559438705444
32827400	Repurposing of drugs from different pharmacological groups including antivirals like remdesivir, lopinavir, ritonavir, arbidol, oseltamivir, penciclovir, favipiravir, ganciclovir, and ribavirin; other antibiotics like azithromycin, ivermectin, eravacycline, valrubicin, streptomycin, nitazoxanide, teicoplanin, caspofungin, and colistin; and other agents like hydroxychloroquine, chloroquine, tocilizumab, camostat, nafamostat, carfilzomib, interferon, aprepitant, and dexamethasone can be considered for COVID-19 therapy.	0.39796294486840567
32147628	Several drugs such as chloroquine, arbidol, remdesivir, and favipiravir are currently undergoing clinical studies to test their efficacy and safety in the treatment of coronavirus disease 2019 (COVID-19) in China; some promising results have been achieved thus far.	0.4445338262557984
32612804	A preliminary search identified the following drugs as being used to treat COVID-19 symptoms: atazanavir (ATV), azithromycin (AZI), chloroquine (CLQ)/hydroxychloroquine (HCLQ), dipyridamole, famotidine (FAM), favipiravir, lopinavir/ritonavir (LPV/r), nitazoxanide, remdesivir, ribavirin and tocilizumab.	0.023068646903038004
32773212	Favipiravir demonstrated good recovery in some of the cases of COVID-19.	0.6292221473884583
33115675	Clinical Outcomes and Plasma Concentrations of Baloxavir Marboxil and Favipiravir in COVID-19 Patients: An Exploratory Randomized, Controlled Trial.	0.082852104306221
33115675	This study aims to evaluate the clinical outcomes and plasma concentrations of baloxavir acid and favipiravir in COVID-19 patients.	0.14531241953372956
33115675	Favipiravir and baloxavir acid were evaluated for their antiviral activity against SARS-CoV-2 in vitro before the trial initiation.	-0.1428222566843033
32887670	They covered topics of chemoprophylaxis (including agents and Traditional Chinese Medicine (TCM) agents), diagnosis (including clinical manifestations, reverse transcription-polymerase chain reaction (RT-PCR), respiratory tract specimens, IgM and IgG antibody tests, chest computed tomography, chest x-ray, and CT features of asymptomatic infections), treatments (including lopinavir-ritonavir, umifenovir, favipiravir, interferon, remdesivir, combination of antiviral drugs, hydroxychloroquine/chloroquine, interleukin-6 inhibitors, interleukin-1 inhibitors, glucocorticoid, qingfei paidu decoction, lianhua qingwen granules/capsules, convalescent plasma, lung transplantation, invasive or noninvasive ventilation, and extracorporeal membrane oxygenation (ECMO)), and discharge management (including discharge criteria and management plan in patients whose RT-PCR retesting shows SARS-CoV-2 positive after discharge).	0.23042253060528725
33378989	Tocilizumab combined with favipiravir in the treatment of COVID-19: A multicenter trial in a small sample size.	0.03880922794342041
33378989	In theory, tocilizumab and favipiravir are considered to be reliable drugs for the treatment of COVID-19 with elevated IL-6.	0.1427665114402771
33378989	We aimed to assess the efficacy and safety of tocilizumab combined with favipiravir in patients with COVID-19.	0.037294410538673384
33378989	Tocilizumab combined with or without favipiravir can effectively improve the pulmonary inflammation of COVID-19 patients and inhibit the deterioration of the disease.	0.28805249254226684
32965359	This study aims to evaluate changes in hematological parameters after the follow-up of patients who received treatment with favipiravir due to COVID-19 infections.	0.09452061951160429
32965359	Sixty-two cases receiving favipiravir treatment for at least five days due to COVID-19 infection were evaluated retrospectively.	-0.238961426615715
32684351	In this article, we reviewed the current options for COVID-19 therapy including small molecules such as Remdesivir, Favipiravir, Lopinavir/Ritonavir etc, peptide inhibitors of ACE2, Traditional Chinese Medicines and Biologics such as SARS-CoV-2-specific neutralizing antibodies, mesenchymal stem cells and vaccines etc.	0.02176770965258279
33212256	Efficacy and safety of favipiravir, an oral RNA-dependent RNA polymerase inhibitor, in mild-to-moderate COVID-19: A randomized, comparative, open-label, multicenter, phase 3 clinical trial.	0.3031572984552383
33212256	To assess the efficacy and safety of favipiravir in adults with mild-to-moderate coronavirus disease 2019 (COVID-19).	0.28485759980678554
33212256	In this randomized, open-label, parallel-arm, multicenter, phase 3 trial, adults (18-75 years) with RT-PCR confirmed COVID-19 and mild-to-moderate symptoms (including asymptomatic) were randomized 1:1 to oral favipiravir (day 1: 1800 mg BID and days 2-14: 800 mg BID) plus standard supportive care versus supportive care alone.	0.37606385534286496
33212256	Significant improvement in time to clinical cure suggests favipiravir may be beneficial in mild-to-moderate COVID-19.	0.634083966884613
32629804	In early research, the targeted antivirals remdesivir and favipiravir appear to benefit patients by decreasing viral replication; clinical trials suggest that remdesivir speeds recovery from COVID-19.	0.36730107532978057
32585765	A case of successful treatment of severe COVID-19 pneumonia with favipiravir and tocilizumab in post-kidney transplant recipient.	0.5940812035083771
32801640	Some potential drugs have shown antiviral effects on SARS-CoV-2 infections, such as chloroquine, hydroxychloroquine, favipiravir, lopinavir/ritonavir, arbidol, interferon alpha, and remedsivir.	0.11279238760471344
33129363	A Trial of Favipiravir and Hydroxychloroquine combination in Adults Hospitalized with moderate and severe Covid-19: A structured summary of a study protocol for a randomised controlled trial.	-0.251406321182251
33129363	The selected combination was based on limited evidence clinically and in vitro on the efficacy of the Favipiravir and Hydroxychloroquine in SARS-CoV-2.	-0.23495653180462972
33364790	Favipiravir Use in COVID-19: Analysis of Suspected Adverse Drug Events Reported in the WHO Database.	-0.11747432700157164
32554953	Several anti-viral drugs such as RNA dependent RNA polymerase inhibitors (remdesivir, favipiravir, ribavirin), protease inhibitors (lopinavir, ritonavir) and drugs targeting endocytic pathway (hydroxychloroquine) are being evaluated for COVID-19 but standard therapeutics yet not available.	-0.27464770317077636
32572376	Based on the previous experiences with similar coronavirus management and present preliminary data from uncontrolled studies, drugs like chloroquine, hydroxychloroquine, remdesivir, lopinavir/ritonavir, and favipiravir have been recommended by the researchers to manage COVID-19.	0.25338719157271916
33181328	Randomized controlled open label trial on the use of favipiravir combined with inhaled interferon beta-1b in hospitalized patients with moderate to severe COVID-19 pneumonia.	-0.2603190603399277
33181328	To evaluate the therapeutic effectiveness of favipiravir combined with inhaled interferon beta-1b in adult patients hospitalized with moderate to severe COVID-19 pneumonia.	-0.001922077789306642
33181328	A randomized, open-label controlled trial of oral favipiravir in adults hospitalized with moderate to severe COVID-19 pneumonia from June 22nd 2020 to August 13th 2020 was conducted.	-0.30559054638385774
33181328	No differences in clinical outcomes were found between favipiravir plus inhaled interferon beta-1b and hydroxychloroquine in adults hospitalized with moderate to severe COVID-19 pneumonia.	-0.3973967977237701
32770240	In May 2020 the Russian Ministry of Health granted fast-track marketing authorization to RNA polymerase inhibitor AVIFAVIR (favipiravir) for the treatment of COVID-19 patients.	-0.03694266624927521
33372567	A review on favipiravir: the properties, function, and usefulness to treat COVID-19.	0.3753229194831848
33372567	The focus of the current review was studying the main characteristics of favipiravir and its usefulness to treat COVID-19.	0.1923885230175654
33372567	Based on the mechanism of action and safety of favipiravir, the drug may be a promising candidate for compassionate use against the SARS-CoV-2 infection.	0.2863583263921738
33288636	Favipiravir and the Need for Early Ambulatory Treatment of COVID-19.	-0.039362396001815785
32399094	SARS-CoV-2 Mpro was docked with all statins, while antiviral and antiretroviral drugs - favipiravir, nelfinavir, and lopinavir - were used as standards for comparison.	-0.14998919963836668
32297571	SARS-CoV-2: Recent Reports on Antiviral Therapies Based on Lopinavir/Ritonavir, Darunavir/Umifenovir, Hydroxychloroquine, Remdesivir, Favipiravir and other Drugs for the Treatment of the New Coronavirus.	0.14930005525097703
32297571	against coronavirus, while antimalarial chloroquine and hydroxychloroquine, favipiravir and co-administered darunavir and umifenovir (in patient therapies) were also recently recorded as having anti-SARS-CoV-2 effects.	-0.1327541023492813
32965013	There are several potential medications available for COVID-19, such as Interferon α (IFN-α), Teicoplanin, Ribavirin, Galidesivir, Lopinavir/Ritonavir, Chloroquine phosphate, Arbidol, Velpatasvir, Favipiravir, Ledipasvir, Remdesivir, Sofosbuvir, Darunavir, Qingfei Paidu Decoction (QPD), and Imatinib.	-0.10702735006809233
33002954	Recent clinical trials suggested remdesivir, IFN-β-1b and favipiravir have potential clinical and/or virological benefits on patients with COVID-19.	0.30823764528274533
33128482	Observational study of the effects of Favipiravir vs Lopinavir/Ritonavir on clinical outcomes in critically Ill patients with COVID-19.	-0.24530867524147032
33128482	Presently, several drugs, such as hydroxychloroquine, ribavirin, favipiravir (FVP), lopinavir/ritonavir (LPV/r), remdesivir and oseltamivir, have been suggested as effective treatments for SARS-CoV-2.	0.14581238201618196
32685234	Currently, the management of patients with COVID-19 depends mainly on repurposed drugs which include chloroquine, hydroxychloroquine, lopinavir/ritonavir, ribavirin, remdesivir, favipiravir, umifenovir, interferon-α, interferon-β and others.	-0.11450083752473196
32893160	Outcome of early-stage combination treatment with favipiravir and methylprednisolone for severe COVID-19 pneumonia: A report of 11 cases.	-0.027958095326423654
32893160	Here, we report the successful treatment of 11 cases of severe COVID-19 pneumonia with favipiravir and methylprednisolone.	0.5943867965221405
32473756	We report the first two cases of Coronavirus Disease 2019 (COVID-19) who were receiving intensive care including favipiravir, and were clinically diagnosed with neuroleptic malignant syndrome (NMS) to focus attention on NMS in COVID-19 management.	0.16619777783870696
32473756	Case 1: A 46-year-old-man with acute respiratory distress syndrome (ARDS) caused by COVID-19 infection was being administered favipiravir.	-0.11882800928115841
32473756	Case 2: A 44-year-old-man with ARDS caused by COVID-19 infection was being treated with favipiravir.	-0.1499196320772171
32473756	The mechanism underlying the occurrence of NMS in COVID-19 patients treated with favipiravir remains unknown.	-0.1922675597667694
33306333	Numerous drugs including lopinavir/ritonavir, favipiravir, neuraminidase inhibitors, remdesivir, umifenovir, azithromycin and chloroquine have been suggested for the management of COVID-19 although the exact treatment yet to be determined.	-0.053015408792495736
32536670	In light of the recent pandemic, favipiravir (Avigan®), a purine nucleic acid analog and antiviral agent approved for use in influenza in Japan, is being studied for the treatment of coronavirus disease 2019 (COVID-19).	0.40625698215961453
33327924	Several drugs have been repurposed to treat COVID-19, including chloroquine or hydroxychloroquine with or without azithromycin, lopinavir/ritonavir combination, remdesivir, favipiravir, tocilizumab, and EIDD-1931.	0.0649711264324188
32997322	Among all these drugs, we focus on the most promising drugs (such as favipiravir, tocilizumab, SARS-CoV-2 convalescent plasma, hydroxychloroquine, Lianhua Qingwen, interferon beta-1a, remdesivir, etc.)	0.44165619935671485
32881656	The most common under trial drugs for COVID-19 are Remdesivir, Favipiravir, Chloroquine and Hydroxychloroquine, Azithromycin along with adjunct drugs like Amantadine with some monoclonal antibodies.	0.057949585208892845
33109246	Evaluation of the efficacy and safety of favipiravir and interferon compared to lopinavir/ritonavir and interferon in moderately ill patients with COVID-19: a structured summary of a study protocol for a randomized controlled trial.	-0.07027996182441712
33109246	We will evaluate the efficacy and safety of favipiravir and interferon beta-1a compared to lopinavir/ritonavir and interferon beta-1a in patients with confirmed COVID-19, who are moderately ill.	0.1000259017944336
33062500	Similarly, favipiravir, an anti-influenza drug, is being studied as a potential agent against COVID-19.	-0.1477070063352585
32783586	New anti-viral drugs for the treatment of COVID-19 instead of favipiravir.	0.20767356617884203
32783586	The goal of this study was to locate small molecules to be used against COVID19 instead of favipiravir.	-0.2562203615903854
32783586	Then, the inhibition properties of selected drug candidates and favipiravir were examined in detail against SARS-CoV-2 RdRp proteins.	-0.2546956555938721
33251975	Combination of QSAR, molecular docking, molecular dynamic simulation and MM-PBSA: analogues of lopinavir and favipiravir as potential drug candidates against COVID-19.	0.31211999978065486
33251975	Studies have shown that structurally modified lopinavir, favipiravir, and other similar compounds can inhibit COVID-19 main protease (Mpro) and RNA-dependent RNA polymerase (RdRp).	-0.30587758281601796
33402301	Suspected cholestatic liver injury induced by favipiravir in a patient with COVID-19.	-0.39282987880229947
33402301	Favipiravir is an antiviral drug that is expected to have a therapeutic effect on SARS-CoV2 infection.	0.09653885781764981
32879154	We report a COVID-19 patient with adult T-cell leukemia-lymphoma (ATL) who was treated using favipiravir.	-0.10691238164901731
32879154	SARS-CoV-2 PCR tests were negative on days 17 and 18 of favipiravir therapy, and the patient was discharged without residual disease on the final CT.	-0.45583750593185424
32595349	The antiviral drugs used for viral diseases excluding COVID-19 infection are Ramdesvir, Favipiravir, and Ribavarin, and antimalarial agents (Chloroquine & Hydroxychloroquine) are being administered to the patients for redemption of this infection.	-0.1495073139667511
33120121	DFT calculations towards the geometry optimization, electronic structure, infrared spectroscopy and UV-vis analyses of Favipiravir adsorption on the first-row transition metals doped fullerenes; a new strategy for COVID-19 therapy.	0.37007393726782367
33037151	Favipiravir at high doses has potent antiviral activity in SARS-CoV-2-infected hamsters, whereas hydroxychloroquine lacks activity.	0.28065074050426486
33037151	Treatment of SARS-CoV-2-infected hamsters with a low dose of favipiravir or hydroxychloroquine with(out) azithromycin resulted in, respectively, a mild or no reduction in virus levels.	-0.17519886246363323
33037151	In contrast, the results with favipiravir demonstrate that an antiviral drug at nontoxic doses exhibits a marked protective effect against SARS-CoV-2 in a small animal model.	-0.11227025449275971
32656310	(4) Researchers' claim that nutrition and immunity enhancers and treatment plans such as arbidol, lopinavir/ritonavir, convalescent plasma and mesenchymal stem cells and drugs including remdesivir, hydroxychloroquine, azithromycin and favipiravir are effective against COVID-19.	0.18063545278072363
33257051	Chloroquine, hydroxychloroquine, lopinavir/ritonavir, ribavirin, oseltamivir, remdesivir, favipiravir, and umifenovir represent the major repurposed drugs used as potential experimental agents for COVID-19 whereas azithromycin, dexamethasone, tocilizumab, sarilumab, famotidine and ceftriaxone are some of the supporting agents that are under investigation for COVID-19 management.	0.3784456097316742
32965016	We summarized antiviral drugs against SARS-CoV-2, such as remdesivir, hydroxychloroquine and favipiravir.	-0.13253347277641295
32731139	During their treatment with hydroxychloroquine (HCQ), azithromycin and favipiravir, ventricular tachycardia episodes were observed in in two COVID-19 patients during their hospitalization in the intensive care unit.	0.06230737969398498
33100292	Studies have found that chloroquine, favipiravir, remdesivir and other drugs are useful for COVID-19, but currently there is no specific drug for the treatment of COVID-19.	-0.22243500124931337
33336316	Remdesivir, dexamethasone, azithromycin, favipiravir, lopinavir/ritonavir, atazanavir, hydroxychloroquine, interferon beta, ribavirin, tocilizumab, anakinra and sarilumab were identified as experimental drugs being used in COVID-19 trials as of November 2020.	-0.06054651856422424
33014380	This review aims to collect and summarize a list of drugs used to treat COVID-19, including dexamethasone, chloroquine, hydroxychloroquine, lopinavir/ritonavir, favipiravir, remdesivir, tociluzimab, nitazoxanide and ivermectin.	0.06892928015708921
32883116	We propose combination of mAbs with remdesivir and/or favipiravir in severe COVID-19 cases, such as septic shock, acute respiratory deficiency syndrome, and/or multiple organ failure.	-0.4427920466073354
32970259	A variety of drugs, such as remdesivir and favipiravir, are currently undergoing clinical trials to evaluate for the management of COVID-19.	-0.14819233417510985
32746653	Here, we summarized and evaluated the current treatment drugs and regimens, and put forward the treatment recommendations, including using the potential repurposed or experimental drugs against COVID-19, e.g. chloroquine (CQ), hydroxychloroquine (HCQ), lopinavir/ritonavir (LPV/r), remdesivir (RDV), and favipiravir (FPV).	-0.08382988711198171
32845145	Among these, the clinical efficacies of some accessible drugs such as remdesivir (RDV) and favipiravir (FPV) for COVID-19 are emphatically summarized.	0.22923080921173095
33199136	The article mainly focused on the development and possible application of various FDA approved drugs, including chloroquine, remdesivir, favipiravir, nefamostate mesylate, penciclovir, nitazoxanide, ribavirin etc., vaccines under development and various registered clinical trials exploring different therapeutic measures for the treatment of COVID-19.	0.15830794689814245
33268271	A case of COVID-19 pneumonia successfully treated with favipiravir (Avigan) in which serum SARS-CoV-2 RNA detected by LAMP method was clinically useful.	0.6333459467840195
33268271	SARS-CoV-2 RNA was detected in serum by the loop-mediated isothermal amplification (LAMP) method on Day 9; favipiravir treatment was continued.	-0.149780935049057
33029696	The repurposed drugs like Chloroquine and Hydroxychloroquine, Tenofovir, Remdesivir, Ribavirin, Darunavir, Oseltamivir, Arbidol (Umifenovir), Favipiravir, Anakinra, and Baricitinib are already being used in clinical trials to treat the COVID-19 patients.	0.1546756547641754
33290476	Similarly, Galidesivir, Favipiravir, Ribavirin, N4-hydroxycytidine (EIDD-1931), and EIDD-2801 (a prodrug of EIDD-1931) were also found to be effective against COVID-19.	0.18619862249851232
33341481	Currently, some researchers and clinicians have claimed evidence exists in favor of the use of some antimalarial drugs (chloroquine, hydroxychloroquine) antiviral drugs (remdesivir, favipiravir, lopinavir, ritonavir, umifenovir) vitamins, traditional Chinese medicines, and herbal medicines against SARS-CoV-2 infection.	0.30898841750144956
32844821	Systematic Review on Repurposing Use of Favipiravir Against SARS-CoV-2.	-0.09146915674209595
32844821	The aim of this systematic review was to evaluate the role of favipiravir along with its safety and efficacy for the patients who are suffering from severe acute respiratory distress syndrome due to CoronaVirus-2 (SARS-CoV-2) as re-purposeful use.	-0.30731661572456354
32844821	We searched PubMed, EMBASE for randomized controlled trials (RCTs), cilicaltrial.com for registered on going trails to evaluate the pros and cons of using favipiravir in COVID-19.	-0.1493531137704849
32844821	Although 9 more RCTs and cohort studies are supposed to be completed by this time that may unveil some evidence for use of anti-RNA-viral drug favipiravir against influenza or Ebola to re-purposing against COVID-19 as adopted in different treatment guidelines.	-0.042960992455482475
33333412	Experimental design approach for development of spectrofluorimetric method for determination of favipiravir; a potential therapeutic agent against COVID-19 virus: Application to spiked human plasma.	0.3349487750879923
32338164	The results show the effectiveness of Sofosbuvir, Ribavirin, Galidesivir, Remdesivir, Favipiravir, Cefuroxime, Tenofovir, and Hydroxychloroquine, in binding to SARS-CoV-2 RdRp.	0.1488301008939743
33213530	The GETAFIX trial will test the hypothesis that favipiravir is a more effective treatment for COVID-19 infection in patients who have early stage disease, compared to current standard of care.	0.5462238803863526
33213530	This study will also provide an important opportunity to investigate the safety and tolerability of favipiravir, the pharmacokinetic and pharmacodynamic profile of this drug and mechanisms of resistance in the context of COVID-19 infection, as well as the effect of favipiravir on hospitalisation duration and the post COVID-19 health and psycho-social wellbeing of patients recruited to the study.	0.6674360743570328
33213530	Patients randomised to the experimental arm of GETAFIX will receive standard treatment for COVID-19 at the discretion of the treating clinician plus favipiravir.	-0.12865314543247222
33213530	The primary outcome being assessed in the GETAFIX trial is the efficacy of favipiravir in addition to standard treatment in patients with COVID-19 in reducing the severity of disease compared to standard treatment alone.	-0.17711228688557942
32511380	Favipiravir strikes the SARS-CoV-2 at its Achilles heel, the RNA polymerase.	-0.3034821139669418
32511380	It possesses both unusually high nucleotide incorporation rates and high-error rates allowing facile insertion of Favipiravir into viral RNA, provoking C-to-U and G-to-A transitions in the already low cytosine content SARS-CoV-2 genome.	-0.2764140531253815
32943628	Rapid incorporation of Favipiravir by the fast and permissive viral RNA polymerase complex results in SARS-CoV-2 lethal mutagenesis.	0.08515795230865479
32943628	It possesses both unusually high nucleotide incorporation rates and high-error rates allowing facile insertion of Favipiravir into viral RNA, provoking C-to-U and G-to-A transitions in the already low cytosine content SARS-CoV-2 genome.	-0.2764140531253815
33283773	Systematic review and meta-analysis of effectiveness and safety of favipiravir in the management of novel coronavirus (COVID-19) patients.	0.4145175557327271
33283773	Favipiravir (FPV) is one of drugs, which is also being tried for the management of 2019-nCoV infection.	-0.14378748536109923
33119136	Several medications, including hydroxychloroquine, remdesivir, lopinavir-ritonavir, favipiravir, tocilizumab and others have been identified as potential treatments for COVID-19.	-0.14799486100673676
33312897	Treatments used for COVID-19 therapy; azithromycin, atazanavir, lopinavir/ritonavir, remdesivir, favipiravir, chloroquine, hydroxychloroquine, nitazoxanide, ribavirin, and tocilizumab, interact with immunosuppressive treatments, most importantly with calcineurin inhibitors.	0.4036595935726166
32532939	Hydroxychloroquine, lopinavir/ritonavir, remdesivir, umifenovir, favipiravir, ribavirin and beta-interferon-1 gave rise to variable but still inconsistent proof of clinical efficacy in the treatment of COVID-19.	-0.14997460842132568
33031797	So far, chloroquine, lopinavir, hydroxychloroquine, azithromycin, favipiravir, ribavirin, darunavir, remdesivir, and umifenovir have been tested in COVID-19 clinical trials.	0.18747251212596894
33031797	Hydroxychloroquine, chloroquine, and favipiravir, which were highly distributed to the lung, were reported to reduce viral loads in respiratory tract of COVID-19 patients.	-0.06510495316982268
32820005	No significant anti-SARS-CoV-2 activity was found for several compounds reportedly active against SARS-CoV-2 such as lopinavir, nelfinavir, nitazoxanide, favipiravir, and hydroxychroloquine.	-0.04884444003740945
32503657	Favipiravir group (experimental): Favipiravir 1600mg each dose, twice a day on the 1st day; 600mg each dose, twice a day from the 2nd to the 7th day, Oral administration, the maximum number of days taken will be no more than 14 days plus routine treatment for COVID-19.	-0.008829336276054381
32725382	We found promising in vitro evidence for remdesivir, (hydroxy)chloroquine and favipiravir against SARS-CoV-2; potential clinical benefit in SARS-CoV-2 with remdesivir, the combination of lopinavir/ritonavir (LPV/r) plus ribavirin; and strong evidence for LPV/r plus ribavirin against Middle East Respiratory Syndrome (MERS) for post-exposure prophylaxis in healthcare workers.	0.5731616617457072
32888379	A thorough literature search was conducted to source information on the pharmacological properties of 5 drugs and 1 combination (azithromycin, chloroquine, favipiravir, hydroxychloroquine, remdesivir, and lopinavir/ritonavir) repurposed to treat COVID-19.	0.04402293991565703
32963155	Despite favipiravir treatment, acute respiratory distress syndrome developed in a 45-year-old patient with COVID-19; thus, TCZ was initiated.	-0.2245129930114746
