PMID	sentence	sentiment
32493478	Efficacy of hydroxychloroquine for post-exposure prophylaxis to prevent severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection among adults exposed to coronavirus disease (COVID-19): a structured summary of a study protocol for a randomised controlled trial.	0.22581759982109073
32493478	Primary Objective • To test the efficacy of Hydroxychloroquine (HCQ) (400 mg orally daily for 3 days then 200 mg orally daily for an additional 11 days, to complete 14 days) to prevent incident SARS-CoV-2 infection, compared to ascorbic acid among contacts of persons with SARS-CoV-2 infection Secondary objectives • To determine the safety and tolerability of HCQ as SARS-CoV-2 Post-exposure Prophylaxis (PEP) in adults • To test the efficacy of HCQ (400 mg orally daily for 3 days then 200 mg orally daily for an additional 11 days, to complete 14 days) to prevent incident SARS-CoV-2 infection 2 weeks after completing therapy, compared to ascorbic acid among contacts of persons with SARS-CoV-2 infection • To test the efficacy of HCQ to shorten the duration of SARS-CoV-2 shedding among those with SARS-CoV-2 infection in the HCQ PEP group • To test the efficacy of HCQ to prevent incident COVID-19 TRIAL DESIGN: This is a randomized, multi-center, placebo-equivalent (ascorbic acid) controlled, blinded study of HCQ PEP for the prevention of SARS-CoV-2 infection in adults exposed to the virus.	0.3420303319613138
33308661	Hydroxychloroquine and COVID-19 - A narrative review.	0.14983339011669158
33308661	The paucity of clinical evidences of an unequivocal beneficial effect of chloroquine and hydroxychloroquine on COVID-19 has resulted in the passionate use of the drug for moderate to severe cases only and stimulated the need for large clinical trials for this and other molecules.	0.44266496271814615
33308661	In this review, we describe in brief the mechanism of action, the clinical studies, factors for cardiac toxicity, guidelines and future directions for hydroxychloroquine use in management of COVID-19 infection.	0.14422332704067228
32394467	In patients with COVID-19, hydroxychloroquine decreases the inflammatory response and cytokine storm, but overdose causes toxicity and mortality.	-0.14991241693496704
32394467	currently, appropriate treatment for patients with COVID-19 is an ACE2 inhibitor and a clinical problem reducing agent such as favipiravir in addition to hydroxychloroquine and corticosteroids.	0.05765368951320647
32860962	Effect of hydroxychloroquine with or without azithromycin on the mortality of coronavirus disease 2019 (COVID-19) patients: a systematic review and meta-analysis.	0.10113823413848877
32860962	Hydroxychloroquine or chloroquine with or without azithromycin have been widely promoted to treat coronavirus disease 2019 (COVID-19) following early in vitro antiviral effects against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).	0.40070870451450347
32860962	The aim of this systematic review and meta-analysis was to assess whether chloroquine or hydroxychloroquine with or without azithromycin decreased COVID-19 mortality compared with the standard of care.	0.20872933015346526
32860962	Hydroxychloroquine alone was not associated with reduced mortality in hospitalized COVID-19 patients but the combination of hydroxychloroquine and azithromycin significantly increased mortality.	0.17011546559810636
32474476	Risk of using hydroxychloroquine as a treatment of COVID-19.	-0.26598961351871486
32474476	Given the lack of antiviral therapies or vaccines for the disease, the antimalarial drug hydroxychloroquine (HCQ) obtained much attention as a treatment for COVID-19.	-0.20017072533130642
32323646	Chloroquine and Hydroxychloroquine for the Prevention or Treatment of COVID-19 in Africa: Caution for Inappropriate Off-label Use in Healthcare Settings.	0.14254312813282013
32492354	Rationale and Design of ORCHID: A Randomized Placebo-controlled Clinical Trial of Hydroxychloroquine for Adults Hospitalized with COVID-19.	0.13578183352947235
32492354	The ORCHID (Outcomes Related to COVID-19 treated with Hydroxychloroquine among In-patients with symptomatic Disease) trial is a multicenter, blinded, randomized trial of hydroxychloroquine versus placebo for the treatment of adults hospitalized with coronavirus disease (COVID-19).	-0.130649596452713
32492354	The ORCHID trial will provide high-quality, clinically relevant data on the safety and efficacy of hydroxychloroquine for the treatment of COVID-19 among hospitalized adults.Clinical trial registered with www.clinicaltrials.gov (NCT04332991).	0.49900321967601774
32561148	This includes clinically available drugs, such as chloroquine, hydroxychloroquine, and lopinavir/ritonavir, which are being repurposed for the treatment of COVID-19.	0.16724408328533175
32634603	Chloroquine and hydroxychloroquine have shown in vitro inhibition of SARS-CoV-2, but studies on their clinical efficacy and whether the benefits outweigh the risk of dysrhythmias remain inconclusive.	-0.10505731701850891
32407884	QT interval prolongation and torsade de pointes in patients with COVID-19 treated with hydroxychloroquine/azithromycin.	0.08384487239360808
32700555	Hydroxychloroquine in COVID-19 Therapy: Protection Versus Proarrhythmia.	0.14982620179653167
32700555	In this review, we highlight hydroxychloroquine (HCQ) as a potential agent to prevent coronavirus disease 2019 (COVID-19) and reduce as well as shorten clinical symptoms.	0.15423650648117065
32574312	Benefits of chloroquine and hydroxychloroquine for the treatment of COVID-19 infection have been proposed and clinical trials are underway.	0.31205422307491304
32574312	There are potential implications from this review for survivors of COVID-19 treated with chloroquine or hydroxychloroquine.	-0.10805323719978333
32450198	A review on possible modes of action of chloroquine/hydroxychloroquine: repurposing against SAR-CoV-2 (COVID-19) pandemic.	0.1302871161699295
32349115	Chloroquine and Hydroxychloroquine Retinal Toxicity Consideration in the Treatment of COVID-19.	0.10895605981349944
32349115	The proposed doses of chloroquine (CQ) and hydroxychloroquine (HCQ) for treatment of COVID-19 (1000 mg/day for 10 days, CQ; 800 mg first day then 400 mg/day for 5 days, HCQ) in many guidelines worldwide, are considerably higher than the maximum recommended daily safe doses of both agents (≤2.3 mg/kg/day, CQ; ≤5.0 mg/kg/day, HCQ) for development of retinal toxicity.	0.5160872946929931
32302411	Nevertheless, there are anecdotal reports that some hospitals have begun to include AZ in combination with hydroxychloroquine or chloroquine (CQ) for treatment of COVID-19.	-0.08424776494503021
33227708	Prevention and treatment of COVID-19: Focus on interferons, chloroquine/hydroxychloroquine, azithromycin, and vaccine.	0.13435384333133696
33227708	The preliminary in vitro studies on viral infection models showed potential antiviral activities of type I and III interferons (IFNs), chloroquine (CQ)/hydroxychloroquine (HCQ), and azithromycin (AZM); however, the clinical studies on COVID-19 patients treated with CQ/HCQ and AZM led to controversies in different regions due to their adverse side effects, as well as their combined treatment could prolong the QT interval.	0.03759147471110025
32534189	Some preliminary evidence has demonstrated controversial results regarding efficacy of azithromycin in combination with hydroxychloroquine in COVID-19.	0.03874580868244175
33295289	Hydroxychloroquine and Remdesivir in COVID-19: A critical analysis of recent events.	0.014680519356727595
33295289	Two drugs used for other indications in the past, hydroxychloroquine (HCQ) and remdesivir (RDV), are sought to be repurposed to treat Covid-19.	-0.04572559762477876
33295289	In this review, we critically analyse the identification of and subsequent events concerning these two drugs as potential treatment options for Covid-19, and conclude by raising some ethical issues that require serious thought from the global scientific community concerned with using these two drugs against Covid-19.<br><br> Key Words: Covid-19, hydroxychloroquine, remdesivir, USFDA, emergency use authorisation<br><br>.	0.18188494904427302
32817375	Hydroxychloroquine use in COVID-19: is the risk of cardiovascular toxicity justified?	0.08948441875457766
32817375	Chloroquine (CQ) and its analogue hydroxychloroquine (HCQ) were found to be efficacious against SARS-CoV-2 when investigated in preliminary in vitro experiments.	0.13987354338169097
32881593	Impact of Hydroxychloroquine/Chloroquine in COVID-19 Therapy: Two Sides of the Coin.	0.14163925051689147
32881593	"There is limited evidence on the effectiveness of hydroxychloroquine (HCQ) and chloroquine (CQ) as COVID-19 therapies, and thus World Health Organization (WHO) mentioned that 				S4		
32881593		533	540	Current				S4		
32881593		541	545	data				S4		
32881593		546	551	shows				S4		
32881593		552	556	that				S4		
32881593		557	561	this				S4		
32881593	chemical	562	566	drug	drug	CHEBI:23888	Abstract	S4	ChEBI	CUI-less
32881593		567	571	does				S4		
32881593		572	575	not				S4		
32881593		576	582	reduce				S4		
32881593		583	589	deaths				S4		
32881593		590	595	among				S4		
32881593		596	608	hospitalized				S4		
32881593	disease	609	617	COVID-19	COVID-19	C000657245	Abstract	S4	MeSH supp (Diseases)	CUI-less
32881593		618	626	patients				S4		
32881593		626	627	,				S4		
32881593		628	631	nor				S4		
32881593		632	636	help				S4		
32881593		637	643	people				S4		
32881593		644	648	with				S4		
32881593		649	653	mild				S4		
32881593		654	656	or				S4		
32881593		657	665	moderate				S4		
32881593	disease	666	673	disease	Disease	D004194	Abstract	S4	CTD (MESH)	C0012634
32881593	disease	666	673	disease	Disease	D004194	Abstract	S4	MeSH desc (Diseases)	C0012634
32881593		673	675	."	-0.035040517473674954
32942793	COVID-19 Pandemic - A Narrative Review of the Potential Roles of Chloroquine and Hydroxychloroquine.	0.1498677760362625
32942793	It included studies reporting chloroquine and hydroxychloroquine effects and adverse effects against COVID-19.	-0.3032955842113495
33082891	The Outcome of Hydroxychloroquine in Patients Treated for COVID-19: Systematic Review and Meta-Analysis.	0.13754045963287354
33082891	To generate an up-to-date evidence for the clinical safety and efficacy of hydroxychloroquine (HCQ) with or without azithromycin (AZ) among patients treated for COVID-19.	0.32911307401657103
32393448	The ICMR bulletin on targeted hydroxychloroquine prophylaxis for Covid-19: Need to interpret with caution.	-0.14511013627052308
32393448	The National Task Force for Covid-19 of the Indian Council of Medical Research (ICMR) in a bulletin dated March 21, 2020 recommended the use of hydroxychloroquine for prophylaxis in asymptomatic health care workers caring for suspected or confirmed patients and household contacts of confirmed patients.	0.5567843077023824
32393448	Keywords: Coronavirus, Covid-19, SARS-CoV-2, hydroxychloroquine, chloroquine, chemoprophylaxis, bioethics, evidence- based medicine.	0.14959681034088135
32419524	Expert opinion: Although strong evidence of well-designed randomized controlled studies regarding COVID-19 therapy is presently lacking, remdesivir, teicoplanin, hydroxychloroquine (not in combination with azithromycin), and ivermectin might be effective antiviral drugs and are deemed promising candidates for controlling SARS-CoV-2.	0.6032728337780634
32324331	COVID-19 pneumonia in a kidney transplant recipient successfully treated with tocilizumab and hydroxychloroquine.	0.6310285757493973
32324331	We describe the case of a 61-year-old kidney transplant recipient with several comorbidities who was hospitalized and later received a diagnosis of COVID-19 pneumonia; the infection was successfully managed with the use of hydroxychloroquine and a single administration of tocilizumab, after immunosuppression reduction; the patient did not require mechanical ventilation.	0.4310841162088939
32438018	QT prolongation, torsades de pointes, and sudden death with short courses of chloroquine or hydroxychloroquine as used in COVID-19: A systematic review.	-0.190071921005249
32438018	Chloroquine and hydroxychloroquine are now being widely used for treatment of COVID-19.	0.1074118626117706
32519281	Does Adding of Hydroxychloroquine to the Standard Care Provide any Benefit in Reducing the Mortality among COVID-19 Patients?	0.16276962934017178
32519281	Hydroxychloroquine has been promoted for its use in treatment of COVID-19 patients based on in-vitro evidences.	0.3290874142169952
32519281	We searched the databases to include randomized and observational studies evaluating the effect of Hydroxychloroquine on mortality in COVID-19 patients.	-0.14937686026096345
32519281	A pooled analysis of recently published studies suggests no additional benefit for reducing mortality in COVID-19 patients when Hydroxychloroquine is given as add-on to the standard care.	0.11124809433937075
32586363	Effect of hydroxychloroquine on COVID-19 prevention in cancer patients undergoing treatment: a structured summary of a study protocol for a randomised controlled trial.	-0.1388355489349365
32586363	In this study, we investigate the effect of hydroxychloroquine on the prevention of Novel Coronavirus Disease (COVID-19) in cancer patients being treated.	-0.052937550458908106
32586363	The exclusion criteria will include known sensitivity to Hydroxychloroquine, weight below 35 kilograms, history of retinopathy, history of any cardiac disease, acute respiratory tract infection in the last 2 months, having COVID-19 in the first two weeks of entering the trial, having Diabetes Mellitus, having an immuno-suppressive disease other than cancer, having chronic pulmonary disease and taking immuno-suppressant drug other than chemotherapeutic agents for current cancer.	-0.4991294190011706
32389025	Emergency Authorization of Chloroquine and Hydroxychloroquine for Treatment of COVID-19.	-0.03233537997245789
32389025	The Food and Drug Administration issued an emergency authorization for chloroquine and hydroxychloroquine as experimental treatments for COVID-19 leading to a shortage of both medications.	-0.3437951060724258
32780229	Safety of hydroxychloroquine in COVID-19 and other diseases: a systematic review and meta-analysis of 53 randomized trials.	0.2754967916727066
32780229	Many concerns still exist regarding the safety of hydroxychloroquine (HCQ) in the treatment of Coronavirus Disease 2019 (COVID-19).	0.2490635890483856
32307245	Another promising alternative is hydroxychloroquine (200 mg thrice daily) plus azithromycin (500 mg on day 1, followed by 250 mg once daily on day 2-5), which showed excellent clinical efficacy on Chinese COVID-19 patients and anti-SARS-CoV-2 potency in vitro.	0.5628780944395064
32683212	A systematic review on the efficacy and safety of chloroquine/hydroxychloroquine for COVID-19.	0.28020228631496424
32683212	To assess efficacy and safety of chloroquine (CQ)/hydroxychloroquine (HCQ) for treatment or prophylaxis of COVID-19 in adult humans.	0.3468718326807022
32616063	Hydroxychloroquine efficacy and safety in preventing SARS-CoV-2 infection and COVID-19 disease severity during pregnancy (COVID-Preg): a structured summary of a study protocol for a randomised placebo controlled trial.	0.320635928030014
32616063	To assess the effect of hydroxychloroquine (HCQ) in reducing SARS-CoV-2 viral shedding by PCR in infected pregnant women with mild symptoms.	0.07992861265818277
32324284	COVID-19 infection and treatment with hydroxychloroquine cause severe haemolysis crisis in a patient with glucose-6-phosphate dehydrogenase deficiency.	-0.4749900176858902
32324284	Hydroxychloroquine is suspected to trigger haemolytic crisis in G6PD-deficient patients, and off-label administration of this drug to patients infected with the novel coronavirus (SARS-CoV-2) could cause concern.	-0.4833092707157135
32324284	We report here the first case of severe haemolytic crisis in a patient with G6PD deficiency, initiated by severe COVID-19 infection and hydroxychloroquine use.	-0.40504052233219145
32520683	Review on the Clinical Pharmacology of Hydroxychloroquine Sulfate for the Treatment of COVID-19.	0.11392193734645843
32520683	After the publications on hydroxychloroquine (HCQ) with anti- SARS-COV-2 activity in vitro, a small, non-randomized, open-label clinical trial showed that HCQ treatment was significantly associated with reduced viral load in patients with coronavirus disease-19 (COVID-19).	-0.2551935050344467
32687630	Pharmacokinetics and Pharmacological Properties of Chloroquine and Hydroxychloroquine in the Context of COVID-19 Infection.	0.14694001972675322
32687630	Nevertheless, chloroquine and hydroxychloroquine are being studied alone or in combination with other agents to assess their effectiveness in the treatment or prophylaxis for COVID-19.	-0.2934090971946716
32687630	This work provides basic clinical pharmacology information relevant for planning and initiating COVID-19 clinical studies with chloroquine or hydroxychloroquine, summarizes safety data from healthy volunteer studies, and summarizes safety data from phase II and phase II/III clinical studies in patients with uncomplicated malaria, including a phase II/III study in pediatric patients following administration of azithromycin and chloroquine in combination.	0.5856820889902115
33115586	Chloroquine and Hydroxychloroquine in COVID-19: Practice Implications for Healthcare Professionals.	0.14978628158569335
33115586	The authors used the keywords to find the relevant studies, like COVID-19, SARS-CoV-2, pandemic, complications, repositioning, toxicity, overdose, treatment plan, implication strategies, prevention, chloroquine, hydroxychloroquine, clinical trials, drug interactions, and practices advice, etc., in Pubmed and Google Scholar.	0.4678939907646179
33115586	Key Words: Chloroquine, Hydroxychloroquine, COVID-19, SARS-CoV-2, Practice implications.	0.1492055743932724
32674929	Reply to Gautret et al: hydroxychloroquine sulfate and azithromycin for COVID-19: what is the evidence and what are the risks?	-0.2617225497817993
32620062	Swinging the pendulum: lessons learned from public discourse concerning hydroxychloroquine and COVID-19.	0.13951073884963988
32620062	In particular, the off-label use of hydroxychloroquine for COVID-19 prophylaxis and treatment has created many unprecedented challenges for the scientific community and the public.	0.41328458840211235
32620062	We critically assessed major events from February - May 2020 that contributed to widespread use of hydroxychloroquine for the treatment and prophylaxis of COVID-19.	0.13745639622211456
33152333	Hydroxychloroquine for the treatment and prophylaxis of COVID-19: The journey so far and the road ahead.	0.19249794363975525
33152333	Recently, hydroxychloroquine-sulfate (HCQS) has got significant media and political attention for the treatment as well as prophylaxis of COVID-19 despite the lack of convincing and unequivocal data supporting its efficacy and safety in these patients.	0.3320893223524094
32854751	Hydroxychloroquine for post-exposure prophylaxis of COVID-19 among naval personnel in Sri Lanka: study protocol for a randomized, controlled trial.	0.14613885283470154
32513231	Treatment with Hydroxychloroquine vs Hydroxychloroquine + Nitazoxanide in COVID-19 patients with risk factors for poor prognosis: A structured summary of a study protocol for a randomised controlled trial.	-0.5522115582180023
32513231	Hydroxychloroquine + Nitazoxanide in reducing the need for invasive mechanical ventilatory support for patients with COVID-19.	0.3208011163425445
